Borough,Category,Cohort Year,Cohort,# Total Cohort,# Grads,% Grads,# Total Regents,% Total Regents of Cohort,% Total Regents of Grads,# Advanced Regents,% Advanced Regents of Cohort,% Advanced Regents of Grads,# Regents without Advanced,% Regents without Advanced of Cohort,% Regents without Advanced of Grads,# Local,% Local of Cohort,% Local of Grads,# Still Enrolled,% Still Enrolled,# Dropout,% Dropout,# SACC (IEP Diploma),% SACC (IEP Diploma) of Cohort,# TASC (GED),% TASC (GED) of Cohort
Bronx,Asian,2019,4 year August,903,859,95.1,857,94.9,99.8,550,60.9,64.0,307,34.0,35.7,2,0.2,0.2,28,3.1,10,1.1,1,0.1,4,0.4
Bronx,Asian,2018,4 year August,932,879,94.3,878,94.2,99.9,582,62.4,66.2,296,31.8,33.7,1,0.1,0.1,31,3.3,20,2.1,0,0.0,2,0.2
Bronx,Asian,2017,4 year August,993,925,93.2,925,93.2,100.0,650,65.5,70.3,275,27.7,29.7,0,0.0,0.0,49,4.9,16,1.6,0,0.0,3,0.3
Bronx,Asian,2016,4 year August,974,906,93.0,903,92.7,99.7,621,63.8,68.5,282,29.0,31.1,3,0.3,0.3,45,4.6,21,2.2,0,0.0,2,0.2
Bronx,Asian,2015,4 year August,999,923,92.4,894,89.5,96.9,575,57.6,62.3,319,31.9,34.6,29,2.9,3.1,48,4.8,25,2.5,1,0.1,2,0.2
Bronx,Asian,2014,4 year August,968,866,89.5,839,86.7,96.9,562,58.1,64.9,277,28.6,32.0,27,2.8,3.1,71,7.3,29,3.0,1,0.1,1,0.1
Bronx,Asian,2013,4 year August,883,801,90.7,784,88.8,97.9,533,60.4,66.5,251,28.4,31.3,17,1.9,2.1,56,6.3,23,2.6,2,0.2,1,0.1
Bronx,Asian,2012,4 year August,981,876,89.3,855,87.2,97.6,543,55.4,62.0,312,31.8,35.6,21,2.1,2.4,70,7.1,31,3.2,2,0.2,2,0.2
Bronx,Asian,2019,4 year June,903,848,93.9,846,93.7,99.8,548,60.7,64.6,298,33.0,35.1,2,0.2,0.2,38,4.2,11,1.2,1,0.1,4,0.4
Bronx,Asian,2018,4 year June,932,871,93.5,870,93.3,99.9,581,62.3,66.7,289,31.0,33.2,1,0.1,0.1,39,4.2,20,2.1,0,0.0,2,0.2
Bronx,Asian,2017,4 year June,993,914,92.0,914,92.0,100.0,649,65.4,71.0,265,26.7,29.0,0,0.0,0.0,60,6.0,16,1.6,0,0.0,3,0.3
Bronx,Asian,2016,4 year June,974,898,92.2,895,91.9,99.7,621,63.8,69.2,274,28.1,30.5,3,0.3,0.3,52,5.3,22,2.3,0,0.0,2,0.2
Bronx,Asian,2015,4 year June,999,910,91.1,888,88.9,97.6,574,57.5,63.1,314,31.4,34.5,22,2.2,2.4,61,6.1,25,2.5,1,0.1,2,0.2
Bronx,Asian,2014,4 year June,968,849,87.7,828,85.5,97.5,562,58.1,66.2,266,27.5,31.3,21,2.2,2.5,88,9.1,29,3.0,1,0.1,1,0.1
Bronx,Asian,2013,4 year June,883,788,89.2,774,87.7,98.2,533,60.4,67.6,241,27.3,30.6,14,1.6,1.8,69,7.8,23,2.6,2,0.2,1,0.1
Bronx,Asian,2012,4 year June,981,859,87.6,842,85.8,98.0,542,55.2,63.1,300,30.6,34.9,17,1.7,2.0,87,8.9,31,3.2,2,0.2,2,0.2
Bronx,Asian,2018,5 year August,931,889,95.5,888,95.4,99.9,583,62.6,65.6,305,32.8,34.3,1,0.1,0.1,12,1.3,23,2.5,3,0.3,4,0.4
Bronx,Asian,2017,5 year August,991,934,94.2,933,94.1,99.9,651,65.7,69.7,282,28.5,30.2,1,0.1,0.1,18,1.8,32,3.2,3,0.3,4,0.4
Bronx,Asian,2016,5 year August,972,919,94.5,916,94.2,99.7,621,63.9,67.6,295,30.3,32.1,3,0.3,0.3,14,1.4,33,3.4,3,0.3,3,0.3
Bronx,Asian,2015,5 year August,999,948,94.9,916,91.7,96.6,575,57.6,60.7,341,34.1,36.0,32,3.2,3.4,9,0.9,33,3.3,5,0.5,4,0.4
Bronx,Asian,2014,5 year August,963,884,91.8,849,88.2,96.0,562,58.4,63.6,287,29.8,32.5,35,3.6,4.0,18,1.9,53,5.5,4,0.4,4,0.4
Bronx,Asian,2013,5 year August,880,810,92.0,790,89.8,97.5,533,60.6,65.8,257,29.2,31.7,20,2.3,2.5,28,3.2,36,4.1,5,0.6,1,0.1
Bronx,Asian,2012,5 year August,974,892,91.6,866,88.9,97.1,543,55.7,60.9,323,33.2,36.2,26,2.7,2.9,33,3.4,40,4.1,8,0.8,1,0.1
Bronx,Asian,2018,5 year June,931,888,95.4,887,95.3,99.9,583,62.6,65.7,304,32.7,34.2,1,0.1,0.1,13,1.4,23,2.5,3,0.3,4,0.4
Bronx,Asian,2017,5 year June,991,932,94.0,932,94.0,100.0,651,65.7,69.8,281,28.4,30.2,0,0.0,0.0,20,2.0,32,3.2,3,0.3,4,0.4
Bronx,Asian,2016,5 year June,972,916,94.2,913,93.9,99.7,621,63.9,67.8,292,30.0,31.9,3,0.3,0.3,17,1.7,33,3.4,3,0.3,3,0.3
Bronx,Asian,2015,5 year June,999,947,94.8,915,91.6,96.6,575,57.6,60.7,340,34.0,35.9,32,3.2,3.4,9,0.9,34,3.4,5,0.5,4,0.4
Bronx,Asian,2014,5 year June,963,881,91.5,847,88.0,96.1,562,58.4,63.8,285,29.6,32.3,34,3.5,3.9,21,2.2,53,5.5,4,0.4,4,0.4
Bronx,Asian,2013,5 year June,880,808,91.8,788,89.5,97.5,533,60.6,66.0,255,29.0,31.6,20,2.3,2.5,30,3.4,36,4.1,5,0.6,1,0.1
Bronx,Asian,2012,5 year June,974,890,91.4,866,88.9,97.3,543,55.7,61.0,323,33.2,36.3,24,2.5,2.7,35,3.6,40,4.1,8,0.8,1,0.1
Bronx,Asian,2017,6 year June,991,934,94.2,933,94.1,99.9,651,65.7,69.7,282,28.5,30.2,1,0.1,0.1,14,1.4,32,3.2,6,0.6,5,0.5
Bronx,Asian,2016,6 year June,971,923,95.1,920,94.7,99.7,621,64.0,67.3,299,30.8,32.4,3,0.3,0.3,5,0.5,35,3.6,5,0.5,3,0.3
Bronx,Asian,2015,6 year June,1000,952,95.2,920,92.0,96.6,575,57.5,60.4,345,34.5,36.2,32,3.2,3.4,8,0.8,33,3.3,5,0.5,2,0.2
Bronx,Asian,2014,6 year June,962,899,93.5,861,89.5,95.8,562,58.4,62.5,299,31.1,33.3,38,4.0,4.2,11,1.1,44,4.6,4,0.4,4,0.4
Bronx,Asian,2013,6 year June,878,812,92.5,791,90.1,97.4,533,60.7,65.6,258,29.4,31.8,21,2.4,2.6,21,2.4,38,4.3,5,0.6,2,0.2
Bronx,Asian,2012,6 year June,974,896,92.0,868,89.1,96.9,543,55.7,60.6,325,33.4,36.3,28,2.9,3.1,24,2.5,42,4.3,8,0.8,4,0.4
Bronx,Black,2019,4 year August,3151,2391,75.9,2372,75.3,99.2,220,7.0,9.2,2152,68.3,90.0,19,0.6,0.8,446,14.2,254,8.1,29,0.9,26,0.8
Bronx,Black,2018,4 year August,3263,2528,77.5,2516,77.1,99.5,453,13.9,17.9,2063,63.2,81.6,12,0.4,0.5,436,13.4,234,7.2,38,1.2,22,0.7
Bronx,Black,2017,4 year August,3488,2623,75.2,2598,74.5,99.0,537,15.4,20.5,2061,59.1,78.6,25,0.7,1.0,516,14.8,287,8.2,22,0.6,31,0.9
Bronx,Black,2016,4 year August,3481,2548,73.2,2499,71.8,98.1,375,10.8,14.7,2124,61.0,83.4,49,1.4,1.9,562,16.1,300,8.6,18,0.5,53,1.5
Bronx,Black,2015,4 year August,3643,2503,68.7,2117,58.1,84.6,192,5.3,7.7,1925,52.8,76.9,386,10.6,15.4,620,17.0,448,12.3,27,0.7,44,1.2
Bronx,Black,2014,4 year August,3745,2544,67.9,2216,59.2,87.1,217,5.8,8.5,1999,53.4,78.6,328,8.8,12.9,742,19.8,394,10.5,17,0.5,48,1.3
Bronx,Black,2013,4 year August,3834,2532,66.0,2236,58.3,88.3,207,5.4,8.2,2029,52.9,80.1,296,7.7,11.7,829,21.6,389,10.1,34,0.9,42,1.1
Bronx,Black,2012,4 year August,3963,2581,65.1,2316,58.4,89.7,210,5.3,8.1,2106,53.1,81.6,265,6.7,10.3,843,21.3,467,11.8,33,0.8,32,0.8
Bronx,Black,2019,4 year June,3151,2306,73.2,2291,72.7,99.3,219,7.0,9.5,2072,65.8,89.9,15,0.5,0.7,527,16.7,258,8.2,29,0.9,26,0.8
Bronx,Black,2018,4 year June,3263,2470,75.7,2459,75.4,99.6,451,13.8,18.3,2008,61.5,81.3,11,0.3,0.4,493,15.1,235,7.2,38,1.2,22,0.7
Bronx,Black,2017,4 year June,3488,2526,72.4,2504,71.8,99.1,535,15.3,21.2,1969,56.5,77.9,22,0.6,0.9,613,17.6,287,8.2,22,0.6,31,0.9
Bronx,Black,2016,4 year June,3481,2493,71.6,2447,70.3,98.2,374,10.7,15.0,2073,59.6,83.2,46,1.3,1.8,611,17.6,306,8.8,18,0.5,53,1.5
Bronx,Black,2015,4 year June,3643,2361,64.8,2015,55.3,85.3,192,5.3,8.1,1823,50.0,77.2,346,9.5,14.7,760,20.9,450,12.4,27,0.7,44,1.2
Bronx,Black,2014,4 year June,3745,2398,64.0,2106,56.2,87.8,216,5.8,9.0,1890,50.5,78.8,292,7.8,12.2,888,23.7,394,10.5,17,0.5,48,1.3
Bronx,Black,2013,4 year June,3834,2401,62.6,2144,55.9,89.3,205,5.3,8.5,1939,50.6,80.8,257,6.7,10.7,956,24.9,389,10.1,38,1.0,42,1.1
Bronx,Black,2012,4 year June,3963,2479,62.6,2237,56.4,90.2,208,5.2,8.4,2029,51.2,81.8,242,6.1,9.8,945,23.8,467,11.8,33,0.8,32,0.8
Bronx,Black,2018,5 year August,3227,2618,81.1,2599,80.5,99.3,453,14.0,17.3,2146,66.5,82.0,19,0.6,0.7,181,5.6,305,9.5,86,2.7,32,1.0
Bronx,Black,2017,5 year August,3458,2730,78.9,2703,78.2,99.0,538,15.6,19.7,2165,62.6,79.3,27,0.8,1.0,190,5.5,407,11.8,83,2.4,40,1.2
Bronx,Black,2016,5 year August,3463,2712,78.3,2647,76.4,97.6,376,10.9,13.9,2271,65.6,83.7,65,1.9,2.4,235,6.8,420,12.1,44,1.3,48,1.4
Bronx,Black,2015,5 year August,3611,2690,74.5,2261,62.6,84.1,193,5.3,7.2,2068,57.3,76.9,429,11.9,15.9,231,6.4,545,15.1,97,2.7,48,1.3
Bronx,Black,2014,5 year August,3697,2731,73.9,2333,63.1,85.4,217,5.9,7.9,2116,57.2,77.5,398,10.8,14.6,228,6.2,617,16.7,69,1.9,52,1.4
Bronx,Black,2013,5 year August,3803,2748,72.3,2363,62.1,86.0,207,5.4,7.5,2156,56.7,78.5,385,10.1,14.0,342,9.0,574,15.1,91,2.4,48,1.3
Bronx,Black,2012,5 year August,3961,2787,70.4,2447,61.8,87.8,210,5.3,7.5,2237,56.5,80.3,340,8.6,12.2,400,10.1,652,16.5,86,2.2,28,0.7
Bronx,Black,2018,5 year June,3227,2608,80.8,2590,80.3,99.3,453,14.0,17.4,2137,66.2,81.9,18,0.6,0.7,190,5.9,306,9.5,86,2.7,32,1.0
Bronx,Black,2017,5 year June,3458,2721,78.7,2695,77.9,99.0,538,15.6,19.8,2157,62.4,79.3,26,0.8,1.0,195,5.6,411,11.9,83,2.4,40,1.2
Bronx,Black,2016,5 year June,3463,2693,77.8,2629,75.9,97.6,376,10.9,14.0,2253,65.1,83.7,64,1.8,2.4,253,7.3,421,12.2,44,1.3,48,1.4
Bronx,Black,2015,5 year June,3611,2668,73.9,2243,62.1,84.1,193,5.3,7.2,2050,56.8,76.8,425,11.8,15.9,245,6.8,553,15.3,97,2.7,48,1.3
Bronx,Black,2014,5 year June,3697,2710,73.3,2321,62.8,85.6,217,5.9,8.0,2104,56.9,77.6,389,10.5,14.4,244,6.6,622,16.8,69,1.9,52,1.4
Bronx,Black,2013,5 year June,3803,2719,71.5,2347,61.7,86.3,207,5.4,7.6,2140,56.3,78.7,372,9.8,13.7,371,9.8,574,15.1,91,2.4,48,1.3
Bronx,Black,2012,5 year June,3961,2760,69.7,2434,61.4,88.2,210,5.3,7.6,2224,56.1,80.6,326,8.2,11.8,426,10.8,653,16.5,86,2.2,28,0.7
Bronx,Black,2017,6 year June,3435,2764,80.5,2733,79.6,98.9,538,15.7,19.5,2195,63.9,79.4,31,0.9,1.1,120,3.5,421,12.3,88,2.6,38,1.1
Bronx,Black,2016,6 year June,3453,2758,79.9,2690,77.9,97.5,377,10.9,13.7,2313,67.0,83.9,68,2.0,2.5,101,2.9,479,13.9,65,1.9,47,1.4
Bronx,Black,2015,6 year June,3604,2752,76.4,2315,64.2,84.1,193,5.4,7.0,2122,58.9,77.1,437,12.1,15.9,143,4.0,561,15.6,103,2.9,44,1.2
Bronx,Black,2014,6 year June,3688,2804,76.0,2382,64.6,85.0,218,5.9,7.8,2164,58.7,77.2,422,11.4,15.0,144,3.9,617,16.7,75,2.0,48,1.3
Bronx,Black,2013,6 year June,3772,2813,74.6,2391,63.4,85.0,207,5.5,7.4,2184,57.9,77.6,422,11.2,15.0,182,4.8,643,17.0,97,2.6,37,1.0
Bronx,Black,2012,6 year June,3956,2891,73.1,2510,63.4,86.8,210,5.3,7.3,2300,58.1,79.6,381,9.6,13.2,233,5.9,711,18.0,90,2.3,29,0.7
Bronx,Hispanic,2019,4 year August,7369,5806,78.8,5774,78.4,99.4,741,10.1,12.8,5033,68.3,86.7,32,0.4,0.6,818,11.1,638,8.7,40,0.5,54,0.7
Bronx,Hispanic,2018,4 year August,7409,5767,77.8,5737,77.4,99.5,1166,15.7,20.2,4571,61.7,79.3,30,0.4,0.5,848,11.4,682,9.2,52,0.7,56,0.8
Bronx,Hispanic,2017,4 year August,7812,5950,76.2,5898,75.5,99.1,1325,17.0,22.3,4573,58.5,76.9,52,0.7,0.9,1107,14.2,655,8.4,30,0.4,62,0.8
Bronx,Hispanic,2016,4 year August,7995,5706,71.4,5566,69.6,97.5,963,12.0,16.9,4603,57.6,80.7,140,1.8,2.5,1260,15.8,879,11.0,36,0.5,113,1.4
Bronx,Hispanic,2015,4 year August,8327,5623,67.5,4771,57.3,84.8,507,6.1,9.0,4264,51.2,75.8,852,10.2,15.2,1337,16.1,1194,14.3,50,0.6,123,1.5
Bronx,Hispanic,2014,4 year August,8338,5304,63.6,4549,54.6,85.8,498,6.0,9.4,4051,48.6,76.4,755,9.1,14.2,1690,20.3,1189,14.3,43,0.5,112,1.3
Bronx,Hispanic,2013,4 year August,8143,5139,63.1,4478,55.0,87.1,512,6.3,10.0,3966,48.7,77.2,661,8.1,12.9,1707,21.0,1112,13.7,78,1.0,104,1.3
Bronx,Hispanic,2012,4 year August,8052,4911,61.0,4384,54.4,89.3,430,5.3,8.8,3954,49.1,80.5,527,6.5,10.7,1834,22.8,1170,14.5,65,0.8,70,0.9
Bronx,Hispanic,2019,4 year June,7369,5633,76.4,5608,76.1,99.6,741,10.1,13.2,4867,66.0,86.4,25,0.3,0.4,981,13.3,648,8.8,40,0.5,54,0.7
Bronx,Hispanic,2018,4 year June,7409,5619,75.8,5596,75.5,99.6,1163,15.7,20.7,4433,59.8,78.9,23,0.3,0.4,995,13.4,683,9.2,52,0.7,56,0.8
Bronx,Hispanic,2017,4 year June,7812,5719,73.2,5676,72.7,99.2,1314,16.8,23.0,4362,55.8,76.3,43,0.6,0.8,1333,17.1,659,8.4,31,0.4,62,0.8
Bronx,Hispanic,2016,4 year June,7995,5545,69.4,5412,67.7,97.6,962,12.0,17.3,4450,55.7,80.3,133,1.7,2.4,1415,17.7,885,11.1,36,0.5,113,1.4
Bronx,Hispanic,2015,4 year June,8327,5243,63.0,4512,54.2,86.1,504,6.1,9.6,4008,48.1,76.4,731,8.8,13.9,1702,20.4,1208,14.5,51,0.6,123,1.5
Bronx,Hispanic,2014,4 year June,8338,4955,59.4,4327,51.9,87.3,496,5.9,10.0,3831,45.9,77.3,628,7.5,12.7,2034,24.4,1189,14.3,48,0.6,112,1.3
Bronx,Hispanic,2013,4 year June,8143,4835,59.4,4256,52.3,88.0,510,6.3,10.5,3746,46.0,77.5,579,7.1,12.0,2009,24.7,1112,13.7,80,1.0,104,1.3
Bronx,Hispanic,2012,4 year June,8052,4648,57.7,4197,52.1,90.3,432,5.4,9.3,3765,46.8,81.0,451,5.6,9.7,2095,26.0,1170,14.5,67,0.8,70,0.9
Bronx,Hispanic,2018,5 year August,7348,5997,81.6,5951,81.0,99.2,1167,15.9,19.5,4784,65.1,79.8,46,0.6,0.8,257,3.5,890,12.1,138,1.9,61,0.8
Bronx,Hispanic,2017,5 year August,7762,6217,80.1,6170,79.5,99.2,1327,17.1,21.3,4843,62.4,77.9,47,0.6,0.8,340,4.4,960,12.4,161,2.1,79,1.0
Bronx,Hispanic,2016,5 year August,7939,6102,76.9,5939,74.8,97.3,967,12.2,15.8,4972,62.6,81.5,163,2.1,2.7,496,6.2,1148,14.5,70,0.9,119,1.5
Bronx,Hispanic,2015,5 year August,8276,6101,73.7,5156,62.3,84.5,509,6.2,8.3,4647,56.2,76.2,945,11.4,15.5,449,5.4,1440,17.4,157,1.9,129,1.6
Bronx,Hispanic,2014,5 year August,8254,5734,69.5,4810,58.3,83.9,498,6.0,8.7,4312,52.2,75.2,924,11.2,16.1,485,5.9,1778,21.5,144,1.7,113,1.4
Bronx,Hispanic,2013,5 year August,8074,5543,68.7,4719,58.4,85.1,514,6.4,9.3,4205,52.1,75.9,824,10.2,14.9,729,9.0,1537,19.0,157,1.9,107,1.3
Bronx,Hispanic,2012,5 year August,7989,5319,66.6,4654,58.3,87.5,430,5.4,8.1,4224,52.9,79.4,665,8.3,12.5,824,10.3,1573,19.7,182,2.3,88,1.1
Bronx,Hispanic,2018,5 year June,7348,5975,81.3,5929,80.7,99.2,1166,15.9,19.5,4763,64.8,79.7,46,0.6,0.8,272,3.7,897,12.2,138,1.9,61,0.8
Bronx,Hispanic,2017,5 year June,7762,6197,79.8,6151,79.2,99.3,1327,17.1,21.4,4824,62.1,77.8,46,0.6,0.7,351,4.5,969,12.5,161,2.1,79,1.0
Bronx,Hispanic,2016,5 year June,7939,6073,76.5,5911,74.5,97.3,967,12.2,15.9,4944,62.3,81.4,162,2.0,2.7,521,6.6,1152,14.5,70,0.9,119,1.5
Bronx,Hispanic,2015,5 year June,8276,6054,73.2,5114,61.8,84.5,509,6.2,8.4,4605,55.6,76.1,940,11.4,15.5,475,5.7,1461,17.7,157,1.9,129,1.6
Bronx,Hispanic,2014,5 year June,8254,5665,68.6,4770,57.8,84.2,498,6.0,8.8,4272,51.8,75.4,895,10.8,15.8,534,6.5,1797,21.8,144,1.7,114,1.4
Bronx,Hispanic,2013,5 year June,8074,5495,68.1,4692,58.1,85.4,514,6.4,9.4,4178,51.7,76.0,803,9.9,14.6,776,9.6,1538,19.0,157,1.9,107,1.3
Bronx,Hispanic,2012,5 year June,7989,5259,65.8,4618,57.8,87.8,430,5.4,8.2,4188,52.4,79.6,641,8.0,12.2,881,11.0,1576,19.7,182,2.3,88,1.1
Bronx,Hispanic,2017,6 year June,7729,6280,81.3,6228,80.6,99.2,1327,17.2,21.1,4901,63.4,78.0,52,0.7,0.8,191,2.5,1001,13.0,176,2.3,77,1.0
Bronx,Hispanic,2016,6 year June,7921,6202,78.3,6035,76.2,97.3,967,12.2,15.6,5068,64.0,81.7,167,2.1,2.7,222,2.8,1278,16.1,103,1.3,112,1.4
Bronx,Hispanic,2015,6 year June,8266,6246,75.6,5287,64.0,84.6,509,6.2,8.1,4778,57.8,76.5,959,11.6,15.4,260,3.1,1470,17.8,165,2.0,123,1.5
Bronx,Hispanic,2014,6 year June,8231,5900,71.7,4932,59.9,83.6,498,6.1,8.4,4434,53.9,75.2,968,11.8,16.4,303,3.7,1754,21.3,153,1.9,121,1.5
Bronx,Hispanic,2013,6 year June,8034,5699,70.9,4808,59.8,84.4,514,6.4,9.0,4294,53.4,75.3,891,11.1,15.6,368,4.6,1699,21.1,163,2.0,105,1.3
Bronx,Hispanic,2012,6 year June,7950,5490,69.1,4754,59.8,86.6,430,5.4,7.8,4324,54.4,78.8,736,9.3,13.4,499,6.3,1680,21.1,193,2.4,87,1.1
Bronx,Multi-Racial,2019,4 year August,79,60,75.9,60,75.9,100.0,22,27.8,36.7,38,48.1,63.3,0,0.0,0.0,13,16.5,6,7.6,0,0.0,0,0.0
Bronx,Multi-Racial,2018,4 year August,98,77,78.6,77,78.6,100.0,38,38.8,49.4,39,39.8,50.6,0,0.0,0.0,16,16.3,5,5.1,0,0.0,0,0.0
Bronx,Multi-Racial,2017,4 year August,62,53,85.5,52,83.9,98.1,22,35.5,41.5,30,48.4,56.6,1,1.6,1.9,5,8.1,2,3.2,2,3.2,0,0.0
Bronx,Multi-Racial,2016,4 year August,84,61,72.6,60,71.4,98.4,26,31.0,42.6,34,40.5,55.7,1,1.2,1.6,20,23.8,2,2.4,0,0.0,1,1.2
Bronx,Multi-Racial,2015,4 year August,94,72,76.6,68,72.3,94.4,25,26.6,34.7,43,45.7,59.7,4,4.3,5.6,18,19.1,4,4.3,0,0.0,0,0.0
Bronx,Multi-Racial,2014,4 year August,101,84,83.2,79,78.2,94.0,24,23.8,28.6,55,54.5,65.5,5,5.0,6.0,11,10.9,6,5.9,0,0.0,0,0.0
Bronx,Multi-Racial,2013,4 year August,71,61,85.9,58,81.7,95.1,12,16.9,19.7,46,64.8,75.4,3,4.2,4.9,5,7.0,5,7.0,0,0.0,0,0.0
Bronx,Multi-Racial,2012,4 year August,133,118,88.7,115,86.5,97.5,75,56.4,63.6,40,30.1,33.9,3,2.3,2.5,5,3.8,9,6.8,0,0.0,1,0.8
Bronx,Multi-Racial,2019,4 year June,79,60,75.9,60,75.9,100.0,22,27.8,36.7,38,48.1,63.3,0,0.0,0.0,13,16.5,6,7.6,0,0.0,0,0.0
Bronx,Multi-Racial,2018,4 year June,98,76,77.6,76,77.6,100.0,38,38.8,50.0,38,38.8,50.0,0,0.0,0.0,16,16.3,6,6.1,0,0.0,0,0.0
Bronx,Multi-Racial,2017,4 year June,62,53,85.5,52,83.9,98.1,22,35.5,41.5,30,48.4,56.6,1,1.6,1.9,5,8.1,2,3.2,2,3.2,0,0.0
Bronx,Multi-Racial,2016,4 year June,84,61,72.6,60,71.4,98.4,26,31.0,42.6,34,40.5,55.7,1,1.2,1.6,20,23.8,2,2.4,0,0.0,1,1.2
Bronx,Multi-Racial,2015,4 year June,94,69,73.4,65,69.1,94.2,25,26.6,36.2,40,42.6,58.0,4,4.3,5.8,21,22.3,4,4.3,0,0.0,0,0.0
Bronx,Multi-Racial,2014,4 year June,101,79,78.2,75,74.3,94.9,24,23.8,30.4,51,50.5,64.6,4,4.0,5.1,16,15.8,6,5.9,0,0.0,0,0.0
Bronx,Multi-Racial,2013,4 year June,71,60,84.5,58,81.7,96.7,12,16.9,20.0,46,64.8,76.7,2,2.8,3.3,6,8.5,5,7.0,0,0.0,0,0.0
Bronx,Multi-Racial,2012,4 year June,133,112,84.2,112,84.2,100.0,74,55.6,66.1,38,28.6,33.9,0,0.0,0.0,11,8.3,9,6.8,0,0.0,1,0.8
Bronx,Multi-Racial,2018,5 year August,95,81,85.3,81,85.3,100.0,38,40.0,46.9,43,45.3,53.1,0,0.0,0.0,8,8.4,6,6.3,0,0.0,0,0.0
Bronx,Multi-Racial,2017,5 year August,60,52,86.7,52,86.7,100.0,22,36.7,42.3,30,50.0,57.7,0,0.0,0.0,2,3.3,4,6.7,2,3.3,0,0.0
Bronx,Multi-Racial,2016,5 year August,80,68,85.0,65,81.3,95.6,26,32.5,38.2,39,48.8,57.4,3,3.8,4.4,7,8.8,5,6.3,0,0.0,0,0.0
Bronx,Multi-Racial,2015,5 year August,95,76,80.0,70,73.7,92.1,26,27.4,34.2,44,46.3,57.9,6,6.3,7.9,15,15.8,4,4.2,0,0.0,0,0.0
Bronx,Multi-Racial,2014,5 year August,100,84,84.0,79,79.0,94.0,24,24.0,28.6,55,55.0,65.5,5,5.0,6.0,6,6.0,10,10.0,0,0.0,0,0.0
Bronx,Multi-Racial,2013,5 year August,70,62,88.6,58,82.9,93.5,12,17.1,19.4,46,65.7,74.2,4,5.7,6.5,2,2.9,6,8.6,0,0.0,0,0.0
Bronx,Multi-Racial,2012,5 year August,144,122,84.7,118,81.9,96.7,75,52.1,61.5,43,29.9,35.2,4,2.8,3.3,12,8.3,9,6.3,0,0.0,1,0.7
Bronx,Multi-Racial,2018,5 year June,95,81,85.3,81,85.3,100.0,38,40.0,46.9,43,45.3,53.1,0,0.0,0.0,8,8.4,6,6.3,0,0.0,0,0.0
Bronx,Multi-Racial,2017,5 year June,60,52,86.7,52,86.7,100.0,22,36.7,42.3,30,50.0,57.7,0,0.0,0.0,2,3.3,4,6.7,2,3.3,0,0.0
Bronx,Multi-Racial,2016,5 year June,80,68,85.0,65,81.3,95.6,26,32.5,38.2,39,48.8,57.4,3,3.8,4.4,7,8.8,5,6.3,0,0.0,0,0.0
Bronx,Multi-Racial,2015,5 year June,95,75,78.9,69,72.6,92.0,26,27.4,34.7,43,45.3,57.3,6,6.3,8.0,16,16.8,4,4.2,0,0.0,0,0.0
Bronx,Multi-Racial,2014,5 year June,100,84,84.0,79,79.0,94.0,24,24.0,28.6,55,55.0,65.5,5,5.0,6.0,6,6.0,10,10.0,0,0.0,0,0.0
Bronx,Multi-Racial,2013,5 year June,70,62,88.6,58,82.9,93.5,12,17.1,19.4,46,65.7,74.2,4,5.7,6.5,2,2.9,6,8.6,0,0.0,0,0.0
Bronx,Multi-Racial,2012,5 year June,144,122,84.7,118,81.9,96.7,75,52.1,61.5,43,29.9,35.2,4,2.8,3.3,12,8.3,9,6.3,0,0.0,1,0.7
Bronx,Multi-Racial,2017,6 year June,61,52,85.2,52,85.2,100.0,22,36.1,42.3,30,49.2,57.7,0,0.0,0.0,2,3.3,5,8.2,2,3.3,0,0.0
Bronx,Multi-Racial,2016,6 year June,77,66,85.7,64,83.1,97.0,26,33.8,39.4,38,49.4,57.6,2,2.6,3.0,5,6.5,6,7.8,0,0.0,0,0.0
Bronx,Multi-Racial,2015,6 year June,95,76,80.0,70,73.7,92.1,26,27.4,34.2,44,46.3,57.9,6,6.3,7.9,14,14.7,5,5.3,0,0.0,0,0.0
Bronx,Multi-Racial,2014,6 year June,101,85,84.2,79,78.2,92.9,24,23.8,28.2,55,54.5,64.7,6,5.9,7.1,6,5.9,10,9.9,0,0.0,0,0.0
Bronx,Multi-Racial,2013,6 year June,69,62,89.9,58,84.1,93.5,12,17.4,19.4,46,66.7,74.2,4,5.8,6.5,1,1.4,6,8.7,0,0.0,0,0.0
Bronx,Multi-Racial,2012,6 year June,144,122,84.7,118,81.9,96.7,75,52.1,61.5,43,29.9,35.2,4,2.8,3.3,11,7.6,10,6.9,0,0.0,1,0.7
Bronx,Native American,2019,4 year August,140,107,76.4,105,75.0,98.1,18,12.9,16.8,87,62.1,81.3,2,1.4,1.9,18,12.9,13,9.3,2,1.4,0,0.0
Bronx,Native American,2018,4 year August,163,125,76.7,124,76.1,99.2,32,19.6,25.6,92,56.4,73.6,1,0.6,0.8,21,12.9,12,7.4,2,1.2,3,1.8
Bronx,Native American,2017,4 year August,140,104,74.3,104,74.3,100.0,23,16.4,22.1,81,57.9,77.9,0,0.0,0.0,23,16.4,12,8.6,0,0.0,1,0.7
Bronx,Native American,2016,4 year August,149,94,63.1,92,61.7,97.9,18,12.1,19.1,74,49.7,78.7,2,1.3,2.1,28,18.8,23,15.4,2,1.3,2,1.3
